short_title,bigram,n,tf,idf,tf_idf
Richard III,sweet flowers,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,sweet sons,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,swift winged,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,thomas lovell,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,thousand soldiers,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,troublous world,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,true descent,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,true duty,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,true hope,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,true peace,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,true report,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,twelve month,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,twill prove,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,ungoverned youth,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
Richard III,unhappy sons,1,3.757985719654265e-4,2.917770732084279,0.0010964940744397891
